sector,zeta_0.00,zeta_0.10,zeta_0.20,zeta_0.30,pct_change
ICT,0.03737787320642116,-0.20244728418372207,-0.44227244157386486,-0.6820975989640087,-1924.8700111884134
Electronics & Pharma,1.6913999983106516,1.0607025446456175,0.4300050909805836,-0.20069236268444984,-111.86545837087021
Manufacturing,14.587408634899575,14.052096655089217,13.516784675278846,12.981472695468499,-11.009055683741952
Transport & Storage,27.789622580676355,27.61690547003126,27.44418835938615,27.27147124874105,-1.8645497269027422
Finance,2.1422277685566633,1.914459771435169,1.6866917743136753,1.4589237771921817,-31.896887968400346
Accommodation & Food,0.11488543228654544,0.10252755110071594,0.09016966991488642,0.07781178872905693,-32.270099715532254
