g_pct,France,EU,US,China,Poland
0.0,5.286322645873348,7.028279633398741,9.550109846040097,14.49601216510597,6.68862612879955
1.0,2.5886583423384746,2.3974842851027236,1.6621024929016388,1.9907854773319267,-2.05330380877621
2.0,-0.10900596119639902,-2.2333110631932915,-6.225904860236817,-10.514441210442115,-10.79523374635197
4.0,-5.504334568266148,-11.494901759785325,-22.001919566513727,-35.5248945859902,-28.279093621503492
