sector,net_2025,net_2032,net_2040
ICT,-0.03636170460498986,-0.46276422453600224,0.03737787320642116
Electronics & Pharma,-0.03336784055923434,-0.17902030693339144,1.6913999983106516
Manufacturing,0.19875987426449038,4.665452144534324,14.587408634899575
Transport & Storage,0.34504669229736606,8.745238652541623,27.789622580676355
Finance,0.022503630748386266,0.5282069168524132,2.1422277685566633
Accommodation & Food,-0.0011806824528830888,0.009765955180887938,0.11488543228654544
